Sexo;Edad;Provincias;Periodo;Total
Hombres;Total;35 Palmas, Las;1 de julio de 2007;517.735,52
Hombres;Total;35 Palmas, Las;1 de enero de 2007;511.854,01
Hombres;Total;35 Palmas, Las;1 de julio de 2006;505.269,93
Hombres;Total;35 Palmas, Las;1 de enero de 2006;499.397,60
Hombres;Total;35 Palmas, Las;1 de julio de 2005;493.328,69
Hombres;Total;35 Palmas, Las;1 de enero de 2005;487.065,74
Hombres;Total;35 Palmas, Las;1 de julio de 2004;480.193,94
Hombres;Total;35 Palmas, Las;1 de enero de 2004;474.264,72
Hombres;Total;35 Palmas, Las;1 de julio de 2003;467.775,60
Hombres;Total;35 Palmas, Las;1 de enero de 2003;461.659,00
Hombres;Total;35 Palmas, Las;1 de julio de 2002;454.982,19
Hombres;Total;35 Palmas, Las;1 de enero de 2002;447.135,01
Hombres;Total;35 Palmas, Las;1 de julio de 2001;442.657,02
Hombres;Total;35 Palmas, Las;1 de enero de 2001;439.836,55
Hombres;Total;35 Palmas, Las;1 de julio de 2000;436.580,88
Hombres;Total;35 Palmas, Las;1 de enero de 2000;433.917,21
Hombres;Total;35 Palmas, Las;1 de julio de 1999;430.901,45
Hombres;Total;35 Palmas, Las;1 de enero de 1999;428.324,69
Hombres;Total;35 Palmas, Las;1 de julio de 1998;425.359,46
Hombres;Total;35 Palmas, Las;1 de enero de 1998;422.734,23
Hombres;Total;35 Palmas, Las;1 de julio de 1997;419.876,04
Hombres;Total;35 Palmas, Las;1 de enero de 1997;417.296,86
Hombres;Total;35 Palmas, Las;1 de julio de 1996;414.370,57
Hombres;Total;35 Palmas, Las;1 de enero de 1996;411.847,28
Hombres;Total;35 Palmas, Las;1 de julio de 1995;408.947,01
Hombres;Total;35 Palmas, Las;1 de enero de 1995;406.333,75
Hombres;Total;35 Palmas, Las;1 de julio de 1994;403.382,05
Hombres;Total;35 Palmas, Las;1 de enero de 1994;400.733,35
Hombres;Total;35 Palmas, Las;1 de julio de 1993;397.759,52
Hombres;Total;35 Palmas, Las;1 de enero de 1993;395.055,69
Hombres;Total;35 Palmas, Las;1 de julio de 1992;391.970,03
Hombres;Total;35 Palmas, Las;1 de enero de 1992;389.090,38
Hombres;Total;35 Palmas, Las;1 de julio de 1991;386.041,75
Hombres;Total;35 Palmas, Las;1 de enero de 1991;383.991,94
Hombres;Total;35 Palmas, Las;1 de julio de 1990;383.179,77
Hombres;Total;35 Palmas, Las;1 de enero de 1990;382.562,60
Hombres;Total;35 Palmas, Las;1 de julio de 1989;381.430,57
Hombres;Total;35 Palmas, Las;1 de enero de 1989;380.591,25
Hombres;Total;35 Palmas, Las;1 de julio de 1988;379.205,76
Hombres;Total;35 Palmas, Las;1 de enero de 1988;378.166,76
Hombres;Total;35 Palmas, Las;1 de julio de 1987;376.805,00
Hombres;Total;35 Palmas, Las;1 de enero de 1987;375.693,25
Hombres;Total;35 Palmas, Las;1 de julio de 1986;374.118,49
Hombres;Total;35 Palmas, Las;1 de enero de 1986;372.890,74
Hombres;Total;35 Palmas, Las;1 de julio de 1985;371.491,95
Hombres;Total;35 Palmas, Las;1 de enero de 1985;370.399,20
Hombres;Total;35 Palmas, Las;1 de julio de 1984;368.828,81
Hombres;Total;35 Palmas, Las;1 de enero de 1984;367.434,43
Hombres;Total;35 Palmas, Las;1 de julio de 1983;365.643,12
Hombres;Total;35 Palmas, Las;1 de enero de 1983;364.204,81
Hombres;Total;35 Palmas, Las;1 de julio de 1982;362.071,26
Hombres;Total;35 Palmas, Las;1 de enero de 1982;360.284,71
Hombres;Total;35 Palmas, Las;1 de julio de 1981;358.071,06
Hombres;Total;35 Palmas, Las;1 de enero de 1981;355.403,52
Hombres;Total;35 Palmas, Las;1 de julio de 1980;351.720,83
Hombres;Total;35 Palmas, Las;1 de enero de 1980;348.391,55
Hombres;Total;35 Palmas, Las;1 de julio de 1979;344.843,47
Hombres;Total;35 Palmas, Las;1 de enero de 1979;341.348,16
Hombres;Total;35 Palmas, Las;1 de julio de 1978;337.645,39
Hombres;Total;35 Palmas, Las;1 de enero de 1978;333.897,01
Hombres;Total;35 Palmas, Las;1 de julio de 1977;330.006,12
Hombres;Total;35 Palmas, Las;1 de enero de 1977;326.202,44
Hombres;Total;35 Palmas, Las;1 de julio de 1976;322.136,68
Hombres;Total;35 Palmas, Las;1 de enero de 1976;318.378,79
Hombres;Total;35 Palmas, Las;1 de julio de 1975;314.130,28
Hombres;Total;35 Palmas, Las;1 de enero de 1975;310.060,32
Hombres;Total;35 Palmas, Las;1 de julio de 1974;305.730,52
Hombres;Total;35 Palmas, Las;1 de enero de 1974;301.469,15
Hombres;Total;35 Palmas, Las;1 de julio de 1973;296.978,05
Hombres;Total;35 Palmas, Las;1 de enero de 1973;292.668,76
Hombres;Total;35 Palmas, Las;1 de julio de 1972;288.021,49
Hombres;Total;35 Palmas, Las;1 de enero de 1972;283.676,27
Hombres;Total;35 Palmas, Las;1 de julio de 1971;278.983,31
Hombres;Total;35 Palmas, Las;1 de enero de 1971;274.748,88
Hombres;Total;36 Pontevedra;1 de julio de 2022;456.868,32
Hombres;Total;36 Pontevedra;1 de enero de 2022;456.845,13
Hombres;Total;36 Pontevedra;1 de julio de 2021;456.507,45
Hombres;Total;36 Pontevedra;1 de enero de 2021;457.291,57
Hombres;Total;36 Pontevedra;1 de julio de 2020;456.996,52
Hombres;Total;36 Pontevedra;1 de enero de 2020;457.611,77
Hombres;Total;36 Pontevedra;1 de julio de 2019;456.627,81
Hombres;Total;36 Pontevedra;1 de enero de 2019;456.378,95
Hombres;Total;36 Pontevedra;1 de julio de 2018;456.339,08
Hombres;Total;36 Pontevedra;1 de enero de 2018;456.493,31
Hombres;Total;36 Pontevedra;1 de julio de 2017;456.797,00
Hombres;Total;36 Pontevedra;1 de enero de 2017;457.995,79
Hombres;Total;36 Pontevedra;1 de julio de 2016;458.214,59
Hombres;Total;36 Pontevedra;1 de enero de 2016;459.032,18
Hombres;Total;36 Pontevedra;1 de julio de 2015;459.459,12
Hombres;Total;36 Pontevedra;1 de enero de 2015;460.509,87
Hombres;Total;36 Pontevedra;1 de julio de 2014;460.773,98
Hombres;Total;36 Pontevedra;1 de enero de 2014;461.580,79
Hombres;Total;36 Pontevedra;1 de julio de 2013;462.192,06
Hombres;Total;36 Pontevedra;1 de enero de 2013;463.081,03
Hombres;Total;36 Pontevedra;1 de julio de 2012;463.313,16
Hombres;Total;36 Pontevedra;1 de enero de 2012;463.896,51
Hombres;Total;36 Pontevedra;1 de julio de 2011;463.328,15
Hombres;Total;36 Pontevedra;1 de enero de 2011;462.900,85
Hombres;Total;36 Pontevedra;1 de julio de 2010;462.038,61
Hombres;Total;36 Pontevedra;1 de enero de 2010;461.396,35
Hombres;Total;36 Pontevedra;1 de julio de 2009;460.061,77
Hombres;Total;36 Pontevedra;1 de enero de 2009;458.839,77
Hombres;Total;36 Pontevedra;1 de julio de 2008;456.942,54
Hombres;Total;36 Pontevedra;1 de enero de 2008;454.896,08
Hombres;Total;36 Pontevedra;1 de julio de 2007;452.824,09
Hombres;Total;36 Pontevedra;1 de enero de 2007;451.069,31
Hombres;Total;36 Pontevedra;1 de julio de 2006;449.161,29
Hombres;Total;36 Pontevedra;1 de enero de 2006;447.768,37
Hombres;Total;36 Pontevedra;1 de julio de 2005;446.150,82
Hombres;Total;36 Pontevedra;1 de enero de 2005;444.645,53
Hombres;Total;36 Pontevedra;1 de julio de 2004;442.782,57
Hombres;Total;36 Pontevedra;1 de enero de 2004;441.443,04
Hombres;Total;36 Pontevedra;1 de julio de 2003;439.515,70
Hombres;Total;36 Pontevedra;1 de enero de 2003;438.236,28
Hombres;Total;36 Pontevedra;1 de julio de 2002;436.249,89
Hombres;Total;36 Pontevedra;1 de enero de 2002;434.638,25
Hombres;Total;36 Pontevedra;1 de julio de 2001;433.310,46
Hombres;Total;36 Pontevedra;1 de enero de 2001;433.117,66
Hombres;Total;36 Pontevedra;1 de julio de 2000;432.858,85
Hombres;Total;36 Pontevedra;1 de enero de 2000;433.005,04
Hombres;Total;36 Pontevedra;1 de julio de 1999;432.871,51
Hombres;Total;36 Pontevedra;1 de enero de 1999;432.961,98
Hombres;Total;36 Pontevedra;1 de julio de 1998;432.750,21
Hombres;Total;36 Pontevedra;1 de enero de 1998;432.946,44
Hombres;Total;36 Pontevedra;1 de julio de 1997;432.828,84
Hombres;Total;36 Pontevedra;1 de enero de 1997;432.931,25
Hombres;Total;36 Pontevedra;1 de julio de 1996;432.951,24
Hombres;Total;36 Pontevedra;1 de enero de 1996;433.000,23
Hombres;Total;36 Pontevedra;1 de julio de 1995;433.054,42
Hombres;Total;36 Pontevedra;1 de enero de 1995;433.008,61
Hombres;Total;36 Pontevedra;1 de julio de 1994;432.790,90
Hombres;Total;36 Pontevedra;1 de enero de 1994;432.651,19
Hombres;Total;36 Pontevedra;1 de julio de 1993;432.260,61
Hombres;Total;36 Pontevedra;1 de enero de 1993;432.069,02
Hombres;Total;36 Pontevedra;1 de julio de 1992;431.600,86
Hombres;Total;36 Pontevedra;1 de enero de 1992;431.394,69
Hombres;Total;36 Pontevedra;1 de julio de 1991;430.916,88
Hombres;Total;36 Pontevedra;1 de enero de 1991;430.996,01
Hombres;Total;36 Pontevedra;1 de julio de 1990;431.291,85
Hombres;Total;36 Pontevedra;1 de enero de 1990;431.766,69
Hombres;Total;36 Pontevedra;1 de julio de 1989;431.907,53
Hombres;Total;36 Pontevedra;1 de enero de 1989;432.221,37
Hombres;Total;36 Pontevedra;1 de julio de 1988;432.285,37
Hombres;Total;36 Pontevedra;1 de enero de 1988;432.361,36
Hombres;Total;36 Pontevedra;1 de julio de 1987;432.223,15
Hombres;Total;36 Pontevedra;1 de enero de 1987;432.094,56
Hombres;Total;36 Pontevedra;1 de julio de 1986;431.939,99
Hombres;Total;36 Pontevedra;1 de enero de 1986;432.067,41
Hombres;Total;36 Pontevedra;1 de julio de 1985;431.788,32
Hombres;Total;36 Pontevedra;1 de enero de 1985;431.433,23
Hombres;Total;36 Pontevedra;1 de julio de 1984;430.834,11
Hombres;Total;36 Pontevedra;1 de enero de 1984;430.377,35
Hombres;Total;36 Pontevedra;1 de julio de 1983;429.583,58
Hombres;Total;36 Pontevedra;1 de enero de 1983;429.002,03
Hombres;Total;36 Pontevedra;1 de julio de 1982;428.026,03
Hombres;Total;36 Pontevedra;1 de enero de 1982;426.953,47
Hombres;Total;36 Pontevedra;1 de julio de 1981;425.708,41
Hombres;Total;36 Pontevedra;1 de enero de 1981;423.897,96
Hombres;Total;36 Pontevedra;1 de julio de 1980;421.229,65
Hombres;Total;36 Pontevedra;1 de enero de 1980;419.064,44
Hombres;Total;36 Pontevedra;1 de julio de 1979;416.590,56
Hombres;Total;36 Pontevedra;1 de enero de 1979;414.252,56
Hombres;Total;36 Pontevedra;1 de julio de 1978;411.563,50
Hombres;Total;36 Pontevedra;1 de enero de 1978;408.927,30
Hombres;Total;36 Pontevedra;1 de julio de 1977;406.165,26
Hombres;Total;36 Pontevedra;1 de enero de 1977;403.381,10
Hombres;Total;36 Pontevedra;1 de julio de 1976;400.419,40
Hombres;Total;36 Pontevedra;1 de enero de 1976;397.809,71
Hombres;Total;36 Pontevedra;1 de julio de 1975;394.975,97
Hombres;Total;36 Pontevedra;1 de enero de 1975;392.332,60
Hombres;Total;36 Pontevedra;1 de julio de 1974;389.494,61
Hombres;Total;36 Pontevedra;1 de enero de 1974;387.093,36
Hombres;Total;36 Pontevedra;1 de julio de 1973;384.370,35
Hombres;Total;36 Pontevedra;1 de enero de 1973;382.082,18
Hombres;Total;36 Pontevedra;1 de julio de 1972;379.309,92
Hombres;Total;36 Pontevedra;1 de enero de 1972;377.053,22
Hombres;Total;36 Pontevedra;1 de julio de 1971;374.496,02
Hombres;Total;36 Pontevedra;1 de enero de 1971;372.348,10
Hombres;Total;26 Rioja, La;1 de julio de 2022;155.882,88
Hombres;Total;26 Rioja, La;1 de enero de 2022;155.568,34
Hombres;Total;26 Rioja, La;1 de julio de 2021;155.525,80
Hombres;Total;26 Rioja, La;1 de enero de 2021;155.772,47
Hombres;Total;26 Rioja, La;1 de julio de 2020;155.749,88
Hombres;Total;26 Rioja, La;1 de enero de 2020;155.646,20
Hombres;Total;26 Rioja, La;1 de julio de 2019;154.936,33
Hombres;Total;26 Rioja, La;1 de enero de 2019;154.511,95
Hombres;Total;26 Rioja, La;1 de julio de 2018;154.254,15
Hombres;Total;26 Rioja, La;1 de enero de 2018;154.409,25
Hombres;Total;26 Rioja, La;1 de julio de 2017;154.189,20
Hombres;Total;26 Rioja, La;1 de enero de 2017;154.287,76
Hombres;Total;26 Rioja, La;1 de julio de 2016;154.369,20
Hombres;Total;26 Rioja, La;1 de enero de 2016;154.516,37
Hombres;Total;26 Rioja, La;1 de julio de 2015;154.561,91
Hombres;Total;26 Rioja, La;1 de enero de 2015;155.020,61
Hombres;Total;26 Rioja, La;1 de julio de 2014;155.473,82
Hombres;Total;26 Rioja, La;1 de enero de 2014;156.244,55
Hombres;Total;26 Rioja, La;1 de julio de 2013;157.376,31
Hombres;Total;26 Rioja, La;1 de enero de 2013;158.540,00
Hombres;Total;26 Rioja, La;1 de julio de 2012;159.640,82
Hombres;Total;26 Rioja, La;1 de enero de 2012;160.317,81
Hombres;Total;26 Rioja, La;1 de julio de 2011;160.525,99
Hombres;Total;26 Rioja, La;1 de enero de 2011;160.694,06
Hombres;Total;26 Rioja, La;1 de julio de 2010;160.296,84
Hombres;Total;26 Rioja, La;1 de enero de 2010;160.627,77
Hombres;Total;26 Rioja, La;1 de julio de 2009;160.870,97
Hombres;Total;26 Rioja, La;1 de enero de 2009;161.177,43
Hombres;Total;26 Rioja, La;1 de julio de 2008;160.770,85
Hombres;Total;26 Rioja, La;1 de enero de 2008;159.651,09
Hombres;Total;26 Rioja, La;1 de julio de 2007;157.573,00
Hombres;Total;26 Rioja, La;1 de enero de 2007;155.222,99
Hombres;Total;26 Rioja, La;1 de julio de 2006;153.533,96
Hombres;Total;26 Rioja, La;1 de enero de 2006;152.320,17
Hombres;Total;26 Rioja, La;1 de julio de 2005;151.243,05
Hombres;Total;26 Rioja, La;1 de enero de 2005;149.792,13
Hombres;Total;26 Rioja, La;1 de julio de 2004;147.706,24
Hombres;Total;26 Rioja, La;1 de enero de 2004;145.705,24
Hombres;Total;26 Rioja, La;1 de julio de 2003;143.886,19
Hombres;Total;26 Rioja, La;1 de enero de 2003;142.296,40
Hombres;Total;26 Rioja, La;1 de julio de 2002;140.493,43
Hombres;Total;26 Rioja, La;1 de enero de 2002;138.548,15
Hombres;Total;26 Rioja, La;1 de julio de 2001;137.549,30
Hombres;Total;26 Rioja, La;1 de enero de 2001;137.029,24
Hombres;Total;26 Rioja, La;1 de julio de 2000;136.593,38
Hombres;Total;26 Rioja, La;1 de enero de 2000;136.238,53
Hombres;Total;26 Rioja, La;1 de julio de 1999;135.866,49
Hombres;Total;26 Rioja, La;1 de enero de 1999;135.575,45
Hombres;Total;26 Rioja, La;1 de julio de 1998;135.243,48
Hombres;Total;26 Rioja, La;1 de enero de 1998;134.898,50
Hombres;Total;26 Rioja, La;1 de julio de 1997;134.595,26
Hombres;Total;26 Rioja, La;1 de enero de 1997;134.232,02
Hombres;Total;26 Rioja, La;1 de julio de 1996;133.914,23
Hombres;Total;26 Rioja, La;1 de enero de 1996;133.636,44
Hombres;Total;26 Rioja, La;1 de julio de 1995;133.326,13
Hombres;Total;26 Rioja, La;1 de enero de 1995;133.069,82
Hombres;Total;26 Rioja, La;1 de julio de 1994;132.759,25
Hombres;Total;26 Rioja, La;1 de enero de 1994;132.400,68
Hombres;Total;26 Rioja, La;1 de julio de 1993;132.048,53
Hombres;Total;26 Rioja, La;1 de enero de 1993;131.720,38
Hombres;Total;26 Rioja, La;1 de julio de 1992;131.395,76
Hombres;Total;26 Rioja, La;1 de enero de 1992;131.062,14
Hombres;Total;26 Rioja, La;1 de julio de 1991;130.715,66
Hombres;Total;26 Rioja, La;1 de enero de 1991;130.470,99
Hombres;Total;26 Rioja, La;1 de julio de 1990;130.457,52
Hombres;Total;26 Rioja, La;1 de enero de 1990;130.477,92
Hombres;Total;26 Rioja, La;1 de julio de 1989;130.375,05
Hombres;Total;26 Rioja, La;1 de enero de 1989;130.295,49
Hombres;Total;26 Rioja, La;1 de julio de 1988;130.269,46
Hombres;Total;26 Rioja, La;1 de enero de 1988;130.132,43
Hombres;Total;26 Rioja, La;1 de julio de 1987;130.091,19
Hombres;Total;26 Rioja, La;1 de enero de 1987;129.914,94
Hombres;Total;26 Rioja, La;1 de julio de 1986;129.774,06
Hombres;Total;26 Rioja, La;1 de enero de 1986;129.642,18
Hombres;Total;26 Rioja, La;1 de julio de 1985;129.546,81
Hombres;Total;26 Rioja, La;1 de enero de 1985;129.328,32
Hombres;Total;26 Rioja, La;1 de julio de 1984;129.098,63
Hombres;Total;26 Rioja, La;1 de enero de 1984;128.766,95
Hombres;Total;26 Rioja, La;1 de julio de 1983;128.552,38
Hombres;Total;26 Rioja, La;1 de enero de 1983;128.289,81
Hombres;Total;26 Rioja, La;1 de julio de 1982;127.943,27
Hombres;Total;26 Rioja, La;1 de enero de 1982;127.620,72
Hombres;Total;26 Rioja, La;1 de julio de 1981;127.284,67
Hombres;Total;26 Rioja, La;1 de enero de 1981;126.872,04
Hombres;Total;26 Rioja, La;1 de julio de 1980;126.381,55
Hombres;Total;26 Rioja, La;1 de enero de 1980;125.744,24
Hombres;Total;26 Rioja, La;1 de julio de 1979;125.167,31
Hombres;Total;26 Rioja, La;1 de enero de 1979;124.587,54
Hombres;Total;26 Rioja, La;1 de julio de 1978;124.058,67
Hombres;Total;26 Rioja, La;1 de enero de 1978;123.419,34
Hombres;Total;26 Rioja, La;1 de julio de 1977;122.889,94
Hombres;Total;26 Rioja, La;1 de enero de 1977;122.386,59
Hombres;Total;26 Rioja, La;1 de julio de 1976;121.657,03
Hombres;Total;26 Rioja, La;1 de enero de 1976;121.092,05
Hombres;Total;26 Rioja, La;1 de julio de 1975;120.526,74
Hombres;Total;26 Rioja, La;1 de enero de 1975;120.018,91
Hombres;Total;26 Rioja, La;1 de julio de 1974;119.445,70
Hombres;Total;26 Rioja, La;1 de enero de 1974;118.933,28
Hombres;Total;26 Rioja, La;1 de julio de 1973;118.416,52
Hombres;Total;26 Rioja, La;1 de enero de 1973;117.936,56
Hombres;Total;26 Rioja, La;1 de julio de 1972;117.366,94
Hombres;Total;26 Rioja, La;1 de enero de 1972;116.787,81
Hombres;Total;26 Rioja, La;1 de julio de 1971;116.342,37
Hombres;Total;26 Rioja, La;1 de enero de 1971;115.819,53
Hombres;Total;37 Salamanca;1 de julio de 2022;158.472,23
Hombres;Total;37 Salamanca;1 de enero de 2022;158.710,03
Hombres;Total;37 Salamanca;1 de julio de 2021;158.796,13
Hombres;Total;37 Salamanca;1 de enero de 2021;159.488,74
Hombres;Total;37 Salamanca;1 de julio de 2020;160.030,25
Hombres;Total;37 Salamanca;1 de enero de 2020;161.264,27
Hombres;Total;37 Salamanca;1 de julio de 2019;161.385,83
Hombres;Total;37 Salamanca;1 de enero de 2019;161.857,88
Hombres;Total;37 Salamanca;1 de julio de 2018;162.173,10
Hombres;Total;37 Salamanca;1 de enero de 2018;162.578,91
Hombres;Total;37 Salamanca;1 de julio de 2017;163.014,04
Hombres;Total;37 Salamanca;1 de enero de 2017;163.922,07
Hombres;Total;37 Salamanca;1 de julio de 2016;164.408,76
Hombres;Total;37 Salamanca;1 de enero de 2016;165.197,31
Hombres;Total;37 Salamanca;1 de julio de 2015;165.922,25
Hombres;Total;37 Salamanca;1 de enero de 2015;167.027,27
Hombres;Total;37 Salamanca;1 de julio de 2014;167.638,15
Hombres;Total;37 Salamanca;1 de enero de 2014;168.349,58
Hombres;Total;37 Salamanca;1 de julio de 2013;169.135,40
Hombres;Total;37 Salamanca;1 de enero de 2013;170.004,00
Hombres;Total;37 Salamanca;1 de julio de 2012;170.570,42
Hombres;Total;37 Salamanca;1 de enero de 2012;171.225,71
Hombres;Total;37 Salamanca;1 de julio de 2011;171.395,99
Hombres;Total;37 Salamanca;1 de enero de 2011;171.695,82
Hombres;Total;37 Salamanca;1 de julio de 2010;171.631,89
Hombres;Total;37 Salamanca;1 de enero de 2010;171.671,90
Hombres;Total;37 Salamanca;1 de julio de 2009;171.712,35
Hombres;Total;37 Salamanca;1 de enero de 2009;171.711,95
Hombres;Total;37 Salamanca;1 de julio de 2008;171.384,13
Hombres;Total;37 Salamanca;1 de enero de 2008;170.851,90
Hombres;Total;37 Salamanca;1 de julio de 2007;170.134,28
Hombres;Total;37 Salamanca;1 de enero de 2007;169.569,72
Hombres;Total;37 Salamanca;1 de julio de 2006;169.054,56
Hombres;Total;37 Salamanca;1 de enero de 2006;168.767,15
Hombres;Total;37 Salamanca;1 de julio de 2005;168.671,95
Hombres;Total;37 Salamanca;1 de enero de 2005;168.648,77
Hombres;Total;37 Salamanca;1 de julio de 2004;168.281,18
Hombres;Total;37 Salamanca;1 de enero de 2004;168.143,79
Hombres;Total;37 Salamanca;1 de julio de 2003;168.074,96
Hombres;Total;37 Salamanca;1 de enero de 2003;167.954,71
Hombres;Total;37 Salamanca;1 de julio de 2002;167.729,89
Hombres;Total;37 Salamanca;1 de enero de 2002;167.656,23
Hombres;Total;37 Salamanca;1 de julio de 2001;168.091,41
Hombres;Total;37 Salamanca;1 de enero de 2001;168.449,02
Hombres;Total;37 Salamanca;1 de julio de 2000;168.756,43
Hombres;Total;37 Salamanca;1 de enero de 2000;169.124,84
Hombres;Total;37 Salamanca;1 de julio de 1999;169.480,43
Hombres;Total;37 Salamanca;1 de enero de 1999;169.985,03
Hombres;Total;37 Salamanca;1 de julio de 1998;170.354,27
Hombres;Total;37 Salamanca;1 de enero de 1998;170.828,51
Hombres;Total;37 Salamanca;1 de julio de 1997;171.137,75
Hombres;Total;37 Salamanca;1 de enero de 1997;171.536,99
Hombres;Total;37 Salamanca;1 de julio de 1996;171.880,60
Hombres;Total;37 Salamanca;1 de enero de 1996;172.329,22
Hombres;Total;37 Salamanca;1 de julio de 1995;172.626,87
Hombres;Total;37 Salamanca;1 de enero de 1995;173.003,52
Hombres;Total;37 Salamanca;1 de julio de 1994;173.288,07
Hombres;Total;37 Salamanca;1 de enero de 1994;173.574,62
Hombres;Total;37 Salamanca;1 de julio de 1993;173.897,34
Hombres;Total;37 Salamanca;1 de enero de 1993;174.100,06
Hombres;Total;37 Salamanca;1 de julio de 1992;174.309,46
Hombres;Total;37 Salamanca;1 de enero de 1992;174.481,86
Hombres;Total;37 Salamanca;1 de julio de 1991;174.746,34
Hombres;Total;37 Salamanca;1 de enero de 1991;175.077,45
Hombres;Total;37 Salamanca;1 de julio de 1990;175.632,23
Hombres;Total;37 Salamanca;1 de enero de 1990;176.109,02
Hombres;Total;37 Salamanca;1 de julio de 1989;176.523,13
Hombres;Total;37 Salamanca;1 de enero de 1989;176.980,63
Hombres;Total;37 Salamanca;1 de julio de 1988;177.345,13
Hombres;Total;37 Salamanca;1 de enero de 1988;177.704,63
Hombres;Total;37 Salamanca;1 de julio de 1987;178.004,08
Hombres;Total;37 Salamanca;1 de enero de 1987;178.226,18
Hombres;Total;37 Salamanca;1 de julio de 1986;178.431,59
Hombres;Total;37 Salamanca;1 de enero de 1986;178.626,00
Hombres;Total;37 Salamanca;1 de julio de 1985;178.731,08
Hombres;Total;37 Salamanca;1 de enero de 1985;178.852,17
Hombres;Total;37 Salamanca;1 de julio de 1984;178.869,56
Hombres;Total;37 Salamanca;1 de enero de 1984;178.973,94
Hombres;Total;37 Salamanca;1 de julio de 1983;178.979,21
Hombres;Total;37 Salamanca;1 de enero de 1983;179.016,47
Hombres;Total;37 Salamanca;1 de julio de 1982;178.926,68
Hombres;Total;37 Salamanca;1 de enero de 1982;178.761,64
Hombres;Total;37 Salamanca;1 de julio de 1981;178.629,67
Hombres;Total;37 Salamanca;1 de enero de 1981;178.622,80
Hombres;Total;37 Salamanca;1 de julio de 1980;179.139,43
Hombres;Total;37 Salamanca;1 de enero de 1980;179.658,86
Hombres;Total;37 Salamanca;1 de julio de 1979;180.145,38
Hombres;Total;37 Salamanca;1 de enero de 1979;180.725,97
Hombres;Total;37 Salamanca;1 de julio de 1978;181.163,05
Hombres;Total;37 Salamanca;1 de enero de 1978;181.577,06
Hombres;Total;37 Salamanca;1 de julio de 1977;182.032,34
Hombres;Total;37 Salamanca;1 de enero de 1977;182.499,49
Hombres;Total;37 Salamanca;1 de julio de 1976;182.846,12
Hombres;Total;37 Salamanca;1 de enero de 1976;183.283,48
Hombres;Total;37 Salamanca;1 de julio de 1975;183.696,90
Hombres;Total;37 Salamanca;1 de enero de 1975;184.258,82
Hombres;Total;37 Salamanca;1 de julio de 1974;184.632,11
Hombres;Total;37 Salamanca;1 de enero de 1974;185.004,96
Hombres;Total;37 Salamanca;1 de julio de 1973;185.324,77
Hombres;Total;37 Salamanca;1 de enero de 1973;185.740,22
Hombres;Total;37 Salamanca;1 de julio de 1972;185.989,03
Hombres;Total;37 Salamanca;1 de enero de 1972;186.323,47
Hombres;Total;37 Salamanca;1 de julio de 1971;186.591,80
Hombres;Total;37 Salamanca;1 de enero de 1971;186.840,26
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2022;542.789,69
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2022;541.440,16
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2021;539.387,99
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2021;538.602,31
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2020;537.458,27
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2020;535.800,13
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2019;531.390,73
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2019;527.354,64
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2018;522.221,77
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2018;519.066,80
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2017;514.838,54
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2017;512.268,87
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2016;508.598,35
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2016;506.764,64
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2015;505.130,18
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2015;505.028,23
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2014;503.334,85
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2014;502.554,38
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2013;500.419,76
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2013;499.441,99
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2012;496.396,78
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2012;494.731,48
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2011;492.163,55
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2011;490.419,50
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2010;487.754,81
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2010;486.127,35
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2009;483.418,43
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2009;481.536,45
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2008;477.649,60
Hombres;Total;38 Santa Cruz de Tenerife;1 de enero de 2008;473.052,79
Hombres;Total;38 Santa Cruz de Tenerife;1 de julio de 2007;467.203,82
